vendor_id,year,trip_count_y,week,pickup_datetime,total_amount
DDS,2011.0,21949,15,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,22142,16,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21971,17,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21909,18,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21919,19,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21880,20,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21653,21,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21875,22,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21433,23,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21968,24,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21860,25,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21991,26,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21832,27,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,22044,28,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21968,29,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21793,30,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,22106,31,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21895,32,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21713,33,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,22027,34,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21955,35,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21944,36,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21904,37,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21729,38,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,22000,39,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21910,40,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21800,41,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21943,42,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,22007,43,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21934,44,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21734,45,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,21670,46,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2011.0,15597,47,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23182,1,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23192,2,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23266,3,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23542,4,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23188,5,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23339,6,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23263,7,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23518,8,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23456,9,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23124,10,2009-07-21T09:38:51.580514+00:00,185.0
